Case ID,Activity,Resource,Complete Timestamp,concept:name,customer,lifecycle:transition,org:resource,product,responsible_section,seriousness,service_level,service_type,support_section,workgroup
Case26,Take in charge ticket,Value 2,2011/03/31 12:00:28.000,Take in charge ticket,Value 23,complete,Value 2,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case26,Resolve ticket,Value 2,2011/03/31 12:00:41.000,Resolve ticket,Value 23,complete,Value 2,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case3304,Start,Start,2011/03/31 13:20:28.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3304,Assign seriousness,Value 8,2011/03/31 13:20:28.000,Assign seriousness,Value 205,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3304,Take in charge ticket,Value 8,2011/03/31 13:24:18.000,Take in charge ticket,Value 205,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3414,Start,Start,2011/03/31 14:42:31.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3414,Assign seriousness,Value 8,2011/03/31 14:42:31.000,Assign seriousness,Value 379,complete,Value 8,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case3414,Take in charge ticket,Value 8,2011/03/31 14:42:42.000,Take in charge ticket,Value 379,complete,Value 8,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case3414,Resolve ticket,Value 8,2011/03/31 14:42:59.000,Resolve ticket,Value 379,complete,Value 8,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
Case3919,Start,Start,2011/03/31 14:44:47.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3919,Assign seriousness,Value 2,2011/03/31 14:44:47.000,Assign seriousness,Value 23,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3919,Take in charge ticket,Value 2,2011/03/31 14:45:01.000,Take in charge ticket,Value 23,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3919,Resolve ticket,Value 2,2011/03/31 14:47:03.000,Resolve ticket,Value 23,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2305,Start,Start,2011/03/31 15:11:12.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2305,Assign seriousness,Value 8,2011/03/31 15:11:12.000,Assign seriousness,Value 334,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2305,Take in charge ticket,Value 8,2011/03/31 15:11:23.000,Take in charge ticket,Value 334,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case848,Start,Start,2011/03/31 15:36:11.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case848,Assign seriousness,Value 8,2011/03/31 15:36:11.000,Assign seriousness,Value 9,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case848,Take in charge ticket,Value 8,2011/03/31 15:46:00.000,Take in charge ticket,Value 9,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4404,Resolve ticket,Value 12,2011/03/31 16:16:01.000,Resolve ticket,Value 194,complete,Value 12,Value 7,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case218,Wait,Value 2,2011/03/31 16:35:15.000,Wait,Value 9,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case619,Start,Start,2011/03/31 16:49:16.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case619,Assign seriousness,Value 8,2011/03/31 16:49:16.000,Assign seriousness,Value 204,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case619,Take in charge ticket,Value 8,2011/03/31 16:50:04.000,Take in charge ticket,Value 204,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2305,Resolve ticket,Value 8,2011/03/31 16:50:54.000,Resolve ticket,Value 334,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1997,Resolve ticket,Value 2,2011/04/01 09:03:16.000,Resolve ticket,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2926,Start,Start,2011/04/01 09:05:07.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2926,Assign seriousness,Value 8,2011/04/01 09:05:07.000,Assign seriousness,Value 107,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case270,Start,Start,2011/04/01 09:48:44.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case270,Assign seriousness,Value 2,2011/04/01 09:48:44.000,Assign seriousness,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case270,Take in charge ticket,Value 2,2011/04/01 09:49:20.000,Take in charge ticket,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1252,Start,Start,2011/04/01 10:04:45.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1252,Assign seriousness,Value 8,2011/04/01 10:04:45.000,Assign seriousness,Value 162,complete,Value 8,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1252,Take in charge ticket,Value 8,2011/04/01 10:05:07.000,Take in charge ticket,Value 162,complete,Value 8,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3252,Closed,Value 5,2011/04/01 10:10:35.000,Closed,Value 162,complete,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2209,Wait,Value 9,2011/04/01 10:29:02.000,Wait,Value 30,complete,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case270,Wait,Value 2,2011/04/01 10:42:02.000,Wait,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case270,Wait,Value 2,2011/04/01 11:40:01.000,Wait,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4025,Closed,Value 5,2011/04/01 12:00:48.000,Closed,Value 105,complete,Value 5,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2459,Closed,Value 5,2011/04/01 12:00:58.000,Closed,Value 176,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3379,Start,Start,2011/04/01 13:07:42.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3379,Assign seriousness,Value 8,2011/04/01 13:07:42.000,Assign seriousness,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case3720,Start,Start,2011/04/01 13:09:30.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3720,Assign seriousness,Value 8,2011/04/01 13:09:30.000,Assign seriousness,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
Case3499,Closed,Value 5,2011/04/01 13:20:32.000,Closed,Value 226,complete,Value 5,Value 6,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3914,Closed,Value 5,2011/04/01 13:20:32.000,Closed,Value 100,complete,Value 5,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case4094,Closed,Value 5,2011/04/01 13:25:23.000,Closed,Value 9,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3055,Take in charge ticket,Value 13,2011/04/01 14:01:11.000,Take in charge ticket,Value 63,complete,Value 13,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3055,Resolve ticket,Value 13,2011/04/01 14:01:57.000,Resolve ticket,Value 63,complete,Value 13,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2682,Start,Start,2011/04/01 14:13:58.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2682,Assign seriousness,Value 8,2011/04/01 14:13:58.000,Assign seriousness,Value 65,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2682,Take in charge ticket,Value 8,2011/04/01 14:14:10.000,Take in charge ticket,Value 65,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2682,Resolve ticket,Value 8,2011/04/01 14:17:00.000,Resolve ticket,Value 65,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2926,Take in charge ticket,Value 2,2011/04/01 14:45:36.000,Take in charge ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2926,Resolve ticket,Value 2,2011/04/01 14:46:07.000,Resolve ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2894,Start,Start,2011/04/01 15:37:48.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2894,Assign seriousness,Value 8,2011/04/01 15:37:48.000,Assign seriousness,Value 184,complete,Value 8,Value 10,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2894,Take in charge ticket,Value 8,2011/04/01 15:38:13.000,Take in charge ticket,Value 184,complete,Value 8,Value 10,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2843,Closed,Value 5,2011/04/01 15:40:30.000,Closed,Value 183,complete,Value 5,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case476,Take in charge ticket,Value 11,2011/04/01 15:42:31.000,Take in charge ticket,Value 100,complete,Value 11,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case476,Wait,Value 11,2011/04/01 15:42:38.000,Wait,Value 100,complete,Value 11,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2207,Closed,Value 5,2011/04/01 16:16:44.000,Closed,Value 22,complete,Value 5,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4274,Start,Start,2011/04/01 16:41:00.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4274,Assign seriousness,Value 8,2011/04/01 16:41:00.000,Assign seriousness,Value 107,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case460,Closed,Value 5,2011/04/01 17:00:29.000,Closed,Value 83,complete,Value 5,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case2480,Closed,Value 5,2011/04/01 17:00:29.000,Closed,Value 186,complete,Value 5,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4100,Closed,Value 5,2011/04/01 17:25:43.000,Closed,Value 8,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2927,Closed,Value 5,2011/04/02 08:41:49.000,Closed,Value 58,complete,Value 5,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1986,Closed,Value 5,2011/04/02 11:52:25.000,Closed,Value 36,complete,Value 5,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case121,Closed,Value 5,2011/04/02 15:15:17.000,Closed,Value 75,complete,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case190,Closed,Value 5,2011/04/02 15:15:17.000,Closed,Value 101,complete,Value 5,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case579,Closed,Value 5,2011/04/02 15:15:17.000,Closed,Value 53,complete,Value 5,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case647,Closed,Value 5,2011/04/02 15:15:17.000,Closed,Value 92,complete,Value 5,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 1
Case1434,Closed,Value 5,2011/04/02 15:15:17.000,Closed,Value 171,complete,Value 5,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4454,Closed,Value 5,2011/04/02 15:15:17.000,Closed,Value 22,complete,Value 5,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case994,Closed,Value 5,2011/04/02 15:15:26.000,Closed,Value 171,complete,Value 5,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2744,Closed,Value 5,2011/04/02 15:15:27.000,Closed,Value 21,complete,Value 5,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3250,Closed,Value 5,2011/04/02 15:15:32.000,Closed,Value 174,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3758,Closed,Value 5,2011/04/02 16:21:00.000,Closed,Value 119,complete,Value 5,Value 2,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3972,Closed,Value 5,2011/04/02 16:21:20.000,Closed,Value 9,complete,Value 5,Value 7,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3873,Closed,Value 5,2011/04/03 08:03:44.000,Closed,Value 36,complete,Value 5,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case842,Closed,Value 5,2011/04/03 08:09:10.000,Closed,Value 5,complete,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3453,Closed,Value 5,2011/04/03 08:10:00.000,Closed,Value 27,complete,Value 5,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case2488,Closed,Value 5,2011/04/03 08:10:40.000,Closed,Value 5,complete,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1721,Closed,Value 5,2011/04/03 08:11:00.000,Closed,Value 307,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2537,Closed,Value 5,2011/04/03 08:12:00.000,Closed,Value 88,complete,Value 5,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1348,Closed,Value 5,2011/04/03 08:16:50.000,Closed,Value 284,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4441,Closed,Value 5,2011/04/03 08:18:10.000,Closed,Value 110,complete,Value 5,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case287,Closed,Value 5,2011/04/03 08:19:00.000,Closed,Value 132,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1108,Closed,Value 5,2011/04/03 08:31:40.000,Closed,Value 83,complete,Value 5,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case4224,Closed,Value 5,2011/04/03 09:51:00.000,Closed,Value 62,complete,Value 5,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case4346,Closed,Value 5,2011/04/03 10:10:50.000,Closed,Value 9,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4382,Closed,Value 5,2011/04/03 10:22:00.000,Closed,Value 76,complete,Value 5,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case442,Closed,Value 5,2011/04/03 11:20:41.000,Closed,Value 8,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2077,Closed,Value 5,2011/04/03 11:50:21.000,Closed,Value 98,complete,Value 5,Value 2,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case4574,Closed,Value 5,2011/04/03 13:30:31.000,Closed,Value 226,complete,Value 5,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3810,Closed,Value 5,2011/04/03 14:22:31.000,Closed,Value 9,complete,Value 5,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1052,Closed,Value 5,2011/04/03 14:30:41.000,Closed,Value 49,complete,Value 5,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1512,Closed,Value 5,2011/04/03 14:40:41.000,Closed,Value 73,complete,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3492,Closed,Value 5,2011/04/03 14:51:51.000,Closed,Value 198,complete,Value 5,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4295,Closed,Value 5,2011/04/03 15:53:51.000,Closed,Value 5,complete,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4571,Closed,Value 5,2011/04/03 16:02:01.000,Closed,Value 43,complete,Value 5,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1404,Closed,Value 5,2011/04/03 16:30:34.000,Closed,Value 187,complete,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1707,Closed,Value 5,2011/04/03 17:01:05.000,Closed,Value 35,complete,Value 5,Value 3,Value 1,Value 1,Value 3,Value 2,Value 1,Value 2
Case4274,Take in charge ticket,Value 2,2011/04/04 08:26:06.000,Take in charge ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case513,Resolve ticket,Value 8,2011/04/04 09:35:45.000,Resolve ticket,Value 184,complete,Value 8,Value 4,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3429,Start,Start,2011/04/04 11:00:31.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3429,Assign seriousness,Value 2,2011/04/04 11:00:31.000,Assign seriousness,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3429,Take in charge ticket,Value 2,2011/04/04 11:00:45.000,Take in charge ticket,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case270,Take in charge ticket,Value 2,2011/04/04 11:05:40.000,Take in charge ticket,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1146,Start,Start,2011/04/04 11:13:39.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1146,Assign seriousness,Value 2,2011/04/04 11:13:39.000,Assign seriousness,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1146,Take in charge ticket,Value 2,2011/04/04 11:14:04.000,Take in charge ticket,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1146,Resolve ticket,Value 2,2011/04/04 11:16:27.000,Resolve ticket,Value 107,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case605,Start,Start,2011/04/04 14:06:22.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case605,Assign seriousness,Value 8,2011/04/04 14:06:22.000,Assign seriousness,Value 166,complete,Value 8,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case605,Take in charge ticket,Value 8,2011/04/04 14:06:59.000,Take in charge ticket,Value 166,complete,Value 8,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case605,Resolve ticket,Value 13,2011/04/04 15:28:46.000,Resolve ticket,Value 166,complete,Value 13,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2352,Start,Start,2011/04/04 17:02:15.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2352,Assign seriousness,Value 8,2011/04/04 17:02:15.000,Assign seriousness,Value 9,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case1178,Start,Start,2011/04/05 09:07:00.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1178,Assign seriousness,Value 13,2011/04/05 09:07:00.000,Assign seriousness,Value 267,complete,Value 13,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1178,Take in charge ticket,Value 13,2011/04/05 09:07:14.000,Take in charge ticket,Value 267,complete,Value 13,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1178,Resolve ticket,Value 13,2011/04/05 09:09:39.000,Resolve ticket,Value 267,complete,Value 13,Value 12,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case2754,Start,Start,2011/04/05 09:48:28.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2754,Assign seriousness,Value 8,2011/04/05 09:48:28.000,Assign seriousness,Value 20,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2754,Take in charge ticket,Value 8,2011/04/05 09:48:49.000,Take in charge ticket,Value 20,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3219,Closed,Value 5,2011/04/05 11:30:38.000,Closed,Value 19,complete,Value 5,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3838,Start,Start,2011/04/05 13:46:10.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3838,Assign seriousness,Value 8,2011/04/05 13:46:10.000,Assign seriousness,Value 43,complete,Value 8,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case3838,Take in charge ticket,Value 8,2011/04/05 13:46:34.000,Take in charge ticket,Value 43,complete,Value 8,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case518,Resolve ticket,Value 2,2011/04/05 14:04:16.000,Resolve ticket,Value 30,complete,Value 2,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1252,Resolve ticket,Value 13,2011/04/05 14:06:00.000,Resolve ticket,Value 162,complete,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1252,Resolve ticket,Value 13,2011/04/05 14:06:00.000,Resolve ticket,Value 162,complete,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case3838,Resolve ticket,Value 8,2011/04/05 14:28:45.000,Resolve ticket,Value 43,complete,Value 8,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1206,Closed,Value 5,2011/04/05 14:32:25.000,Closed,Value 58,complete,Value 5,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1395,Closed,Value 5,2011/04/05 15:34:24.000,Closed,Value 126,complete,Value 5,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1635,Start,Start,2011/04/05 15:45:31.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
